文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
471,美國未拒付到期美債、釣魚台仍由日本控制,到期,8,3,5.92,0.1453
471,美國未拒付到期美債、釣魚台仍由日本控制,美軍,9,12,4.7413,0.1309
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,疫苗,60,25,4.0482,0.5932
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,接種,36,17,4.4159,0.3883
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,新冠,34,24,4.0874,0.3394
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,acip,21,2,6.2077,0.3184
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,建議,27,105,2.6428,0.1743
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,cdc,13,8,5.1091,0.1622
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,美國,29,181,2.1023,0.1489
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,決策,10,5,5.5145,0.1347
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,甘迺迪,10,6,5.3604,0.1309
472,美國沒有終止接種新冠疫苗，建議民眾經醫護評估再接種,醫學會,8,8,5.1091,0.0998
473,美國眾議院並沒有宣布台灣是主權獨立國家,主權,17,11,4.8214,0.4302
473,美國眾議院並沒有宣布台灣是主權獨立國家,美國,29,181,2.1023,0.32
473,美國眾議院並沒有宣布台灣是主權獨立國家,眾議院,11,7,5.2268,0.3018
473,美國眾議院並沒有宣布台灣是主權獨立國家,委員會,14,59,3.2119,0.236
473,美國眾議院並沒有宣布台灣是主權獨立國家,獨立,10,21,4.2152,0.2213
473,美國眾議院並沒有宣布台灣是主權獨立國家,國會,9,14,4.5982,0.2172
473,美國眾議院並沒有宣布台灣是主權獨立國家,臉部,7,12,4.7413,0.1742
473,美國眾議院並沒有宣布台灣是主權獨立國家,共產黨,4,4,5.6968,0.1196
473,美國眾議院並沒有宣布台灣是主權獨立國家,競爭,4,4,5.6968,0.1196
473,美國眾議院並沒有宣布台灣是主權獨立國家,戰略,5,15,4.5337,0.119
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,任雪麗,24,1,6.6131,0.6748
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,白色恐怖,12,2,6.2077,0.3167
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,郭正亮,7,3,5.92,0.1762
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,政局,6,2,6.2077,0.1584
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,政治,17,173,2.1472,0.1552
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,擔憂,7,26,4.0104,0.1194
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,形容,5,5,5.5145,0.1172
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,12日,6,18,4.3618,0.1113
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,視訊,5,7,5.2268,0.1111
474,美學者任雪麗沒說過台灣當前政局為白色恐怖,民主,5,8,5.1091,0.1086
475,老年人增肌，除攝取蛋白質外更須做重量訓練,肌肉,27,21,4.2152,0.5459
475,老年人增肌，除攝取蛋白質外更須做重量訓練,蛋白質,14,12,4.7413,0.3184
475,老年人增肌，除攝取蛋白質外更須做重量訓練,運動,13,27,3.9741,0.2478
475,老年人增肌，除攝取蛋白質外更須做重量訓練,老年人,10,8,5.1091,0.2451
475,老年人增肌，除攝取蛋白質外更須做重量訓練,食物,14,43,3.5221,0.2365
475,老年人增肌，除攝取蛋白質外更須做重量訓練,增長,8,6,5.3604,0.2057
475,老年人增肌，除攝取蛋白質外更須做重量訓練,重量,6,10,4.9084,0.1413
475,老年人增肌，除攝取蛋白質外更須做重量訓練,健身,4,2,6.2077,0.1191
475,老年人增肌，除攝取蛋白質外更須做重量訓練,訓練,6,25,4.0482,0.1165
475,老年人增肌，除攝取蛋白質外更須做重量訓練,阻力,4,3,5.92,0.1136
476,考試院不會在網路社群平台招募監場人員,監場,12,1,6.6131,0.5056
476,考試院不會在網路社群平台招募監場人員,考試院,9,1,6.6131,0.3792
476,考試院不會在網路社群平台招募監場人員,考選部,9,1,6.6131,0.3792
476,考試院不會在網路社群平台招募監場人員,人員,14,98,2.7112,0.2418
476,考試院不會在網路社群平台招募監場人員,招募,7,8,5.1091,0.2279
476,考試院不會在網路社群平台招募監場人員,詐騙,12,124,2.478,0.1895
476,考試院不會在網路社群平台招募監場人員,粉專,8,36,3.6954,0.1884
476,考試院不會在網路社群平台招募監場人員,徵選,3,1,6.6131,0.1264
476,考試院不會在網路社群平台招募監場人員,求職,3,2,6.2077,0.1187
476,考試院不會在網路社群平台招募監場人員,推薦,4,29,3.9051,0.0995
477,聯合國並無要求美國撤出全球軍事基地,決議,17,19,4.3105,0.4355
477,聯合國並無要求美國撤出全球軍事基地,基地,15,13,4.6672,0.416
477,聯合國並無要求美國撤出全球軍事基地,聯合國,17,26,4.0104,0.4052
477,聯合國並無要求美國撤出全球軍事基地,撤出,9,4,5.6968,0.3047
477,聯合國並無要求美國撤出全球軍事基地,美國,19,181,2.1023,0.2374
477,聯合國並無要求美國撤出全球軍事基地,軍事,12,56,3.2632,0.2327
477,聯合國並無要求美國撤出全球軍事基地,全球,9,99,2.7011,0.1445
477,聯合國並無要求美國撤出全球軍事基地,投票,6,25,4.0482,0.1443
477,聯合國並無要求美國撤出全球軍事基地,美軍,4,12,4.7413,0.1127
477,聯合國並無要求美國撤出全球軍事基地,海外,4,13,4.6672,0.1109
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,facebook,8,11,4.8214,0.3495
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,meta,6,3,5.92,0.3218
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,連結,10,112,2.5789,0.2337
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,驗證碼,5,8,5.1091,0.2315
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,驗證,7,42,3.5451,0.2248
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,信件,8,66,3.1016,0.2248
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,個資,6,45,3.4776,0.1891
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,郵件,5,28,3.939,0.1784
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,電子,5,37,3.6687,0.1662
478,聲稱Facebook帳戶侵權的郵件是詐騙連結,24,4,21,4.2152,0.1528
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,抗議,18,14,4.5982,0.4933
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,洛杉磯,12,8,5.1091,0.3654
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,驅離,10,6,5.3604,0.3194
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,肯亞,9,4,5.6968,0.3056
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,水柱,8,2,6.2077,0.296
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,國民兵,7,2,6.2077,0.259
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,群眾,4,8,5.1091,0.1218
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,催淚瓦斯,3,1,6.6131,0.1182
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,畫面,10,205,1.9784,0.1179
479,肯亞抗議驅離影片遭誤傳為洛杉磯示威現場,奈洛比,3,2,6.2077,0.111
480,自行車騎上人行道 若肇事責任依個案審酌,自行車,23,2,6.2077,0.6582
480,自行車騎上人行道 若肇事責任依個案審酌,行人,10,5,5.5145,0.2542
480,自行車騎上人行道 若肇事責任依個案審酌,賠償,10,8,5.1091,0.2355
480,自行車騎上人行道 若肇事責任依個案審酌,騎乘,8,3,5.92,0.2183
480,自行車騎上人行道 若肇事責任依個案審酌,人行道,8,5,5.5145,0.2034
480,自行車騎上人行道 若肇事責任依個案審酌,騎樓,7,2,6.2077,0.2003
480,自行車騎上人行道 若肇事責任依個案審酌,交通,10,46,3.4561,0.1593
480,自行車騎上人行道 若肇事責任依個案審酌,碰撞,6,4,5.6968,0.1576
480,自行車騎上人行道 若肇事責任依個案審酌,警方,9,36,3.6954,0.1533
480,自行車騎上人行道 若肇事責任依個案審酌,誇張,5,10,4.9084,0.1131
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,芬蘭,32,2,6.2077,0.4994
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,處置場,20,1,6.6131,0.3325
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,核廢料,22,3,5.92,0.3274
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,安克羅,16,1,6.6131,0.266
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,地下水,16,5,5.5145,0.2218
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,處置,16,6,5.3604,0.2156
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,posiva,11,1,6.6131,0.1829
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,最終,18,30,3.8723,0.1752
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,高階,9,1,6.6131,0.1496
481,芬蘭高階核廢最終處置場測試中，並無地下水遭污染,燃料,10,4,5.6968,0.1432
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,芭樂,19,1,6.6131,0.4854
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,血糖,19,9,5.0037,0.3672
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,削皮,12,1,6.6131,0.3066
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,帶皮,11,1,6.6131,0.281
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,研究,19,92,2.7737,0.2036
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,攝取,13,33,3.7799,0.1898
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,水果,7,8,5.1091,0.1382
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,吳政彥,6,3,5.92,0.1372
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,血脂,6,4,5.6968,0.132
482,芭樂營養素有助延緩醣類吸收 帶皮吃可以攝取更多營養,多酚,5,1,6.6131,0.1277
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,光復,35,3,5.92,0.4546
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,開口堤,30,1,6.6131,0.4352
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,堤防,27,3,5.92,0.3507
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,洪水,23,7,5.2268,0.2637
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,砂石場,17,1,6.6131,0.2466
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,市區,16,9,5.0037,0.1756
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,淹水,16,10,4.9084,0.1723
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,堰塞湖,15,9,5.0037,0.1647
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,馬太鞍溪,14,9,5.0037,0.1537
483,花蓮光復開口堤非致災主因 洪水量超出承載量4倍釀災,河川,9,3,5.92,0.1169
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,遊行,14,3,5.92,0.4541
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,將士,10,1,6.6131,0.3623
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,陣亡,10,2,6.2077,0.3401
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,華府,12,8,5.1091,0.3359
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,紀念日,10,3,5.92,0.3243
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,閱兵,7,9,5.0037,0.1919
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,國旗,6,10,4.9084,0.1613
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,中華民國,7,25,4.0482,0.1552
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,退伍,5,8,5.1091,0.14
484,華府陣亡將士紀念日遊行被誤傳為「川普大閱兵」現場,美國,12,181,2.1023,0.1382
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,陳情,12,4,5.6968,0.3882
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,尤瑞敏,8,1,6.6131,0.3005
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,打仗,8,2,6.2077,0.282
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,蔡正元,8,3,5.92,0.269
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,孩子,8,5,5.5145,0.2505
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,賴清德,11,27,3.9741,0.2483
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,拖走,6,1,6.6131,0.2253
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,總統,14,100,2.6912,0.214
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,蔡母,5,1,6.6131,0.1878
485,蔡學良母親陳情未喊「我生孩子不是給你打仗用的」,3月,10,79,2.9242,0.1661
486,薩摩亞法律無規定忘記妻子生日會被罰款,薩摩亞,13,1,6.6131,0.6934
486,薩摩亞法律無規定忘記妻子生日會被罰款,妻子,7,5,5.5145,0.3113
486,薩摩亞法律無規定忘記妻子生日會被罰款,忘記,7,6,5.3604,0.3026
486,薩摩亞法律無規定忘記妻子生日會被罰款,法律,7,32,3.8098,0.2151
486,薩摩亞法律無規定忘記妻子生日會被罰款,生日,5,8,5.1091,0.206
486,薩摩亞法律無規定忘記妻子生日會被罰款,罰款,4,6,5.3604,0.1729
486,薩摩亞法律無規定忘記妻子生日會被罰款,丈夫,3,1,6.6131,0.16
486,薩摩亞法律無規定忘記妻子生日會被罰款,規定,6,107,2.6241,0.127
486,薩摩亞法律無規定忘記妻子生日會被罰款,samoa,2,1,6.6131,0.1067
486,薩摩亞法律無規定忘記妻子生日會被罰款,生日會,2,1,6.6131,0.1067
487,蜂蜜和肉桂一起吃不能治療疾病,肉桂,31,1,6.6131,0.6754
487,蜂蜜和肉桂一起吃不能治療疾病,蜂蜜,26,1,6.6131,0.5665
487,蜂蜜和肉桂一起吃不能治療疾病,治病,9,6,5.3604,0.159
487,蜂蜜和肉桂一起吃不能治療疾病,治療,8,39,3.6174,0.0953
487,蜂蜜和肉桂一起吃不能治療疾病,助陽,4,1,6.6131,0.0872
487,蜂蜜和肉桂一起吃不能治療疾病,陽氣,4,1,6.6131,0.0872
487,蜂蜜和肉桂一起吃不能治療疾病,改善,6,39,3.6174,0.0715
487,蜂蜜和肉桂一起吃不能治療疾病,一起,5,21,4.2152,0.0694
487,蜂蜜和肉桂一起吃不能治療疾病,療效,4,7,5.2268,0.0689
487,蜂蜜和肉桂一起吃不能治療疾病,溫中,3,1,6.6131,0.0654
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,蟹肉棒,13,1,6.6131,0.4193
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,魚漿,11,1,6.6131,0.3548
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,蟹殼,10,1,6.6131,0.3225
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,肉棒,8,1,6.6131,0.258
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,原料,10,7,5.2268,0.2549
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,食品,13,33,3.7799,0.2396
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,蟹殼粉,7,1,6.6131,0.2258
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,加工,7,11,4.8214,0.1646
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,添加,7,25,4.0482,0.1382
488,蟹肉棒主要原料為魚漿，不是蟹殼磨粉製作,口感,4,1,6.6131,0.129
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,行人,50,5,5.5145,0.6539
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,友善區,25,1,6.6131,0.3921
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,喇叭,24,1,6.6131,0.3764
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,優先區,13,1,6.6131,0.2039
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,台北市,18,43,3.5221,0.1504
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,速限,9,4,5.6968,0.1216
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,規定,18,107,2.6241,0.112
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,壓花,7,1,6.6131,0.1098
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,按鳴,7,1,6.6131,0.1098
489,行人優先區禁鳴喇叭、限速20公里；行人友善區沒有禁鳴喇叭、限速依各路段規定,公里,10,18,4.3618,0.1034
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,軍公教,15,2,6.2077,0.3906
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,居住證,13,1,6.6131,0.3606
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,定居證,9,1,6.6131,0.2497
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,中國,26,165,2.1943,0.2393
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,行政院,13,23,4.1282,0.2251
490,行政院禁軍公教持中國居住證，台胞證、銀行卡未受限,身分,13,38,3.6427,0.1986
